param Im:=	79;  #numero de clusters		
param Jm:=	4;   #numero de plantas		
param Km:=	12;  #numero de patrones		
param Tm:=	52;  #Numero de periodos		
param Dm:=	7;   #numero de días por semana		
param Rm:=	24;  #numero de pilas.  		
			
param F:=			
1	998868264
2	928934573
3	919241118
4	911168825;			
			
param A:			
	1	2	3	4:=	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[45,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[46,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[47,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[48,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[49,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[50,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[51,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[52,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[53,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[54,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[55,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[56,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[57,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[58,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[59,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[60,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[61,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[62,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[63,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[64,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[65,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[66,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[67,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[68,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[69,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[70,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[71,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[72,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[73,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[74,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[75,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[76,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[77,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[78,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	
[79,*,*]:								
	1	2	3	4	5	6	7:=	
1	1	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	
3	0	0	1	0	0	0	0	
4	0	0	0	1	0	0	0	
5	0	0	0	0	1	0	0	
6	0	0	0	0	0	1	0	
7	1	0	0	1	0	0	0	
8	0	1	0	0	1	0	0	
9	1	0	1	0	0	1	0	
10	1	0	1	0	1	0	0	
11	0	1	0	1	0	1	0	
12	1	1	1	1	1	1	0	;
